sample_id,audio_path,reference,reference_normalized,prediction_raw,prediction_normalized,wer_raw,cer_raw,wer_normalized,cer_normalized,processing_time
0,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40020\IISc_RESPIN_hi_D1_40020_251001_F_BANK_400077_40189102.wav,ऋण गारंटी को अमीर और भरोसेमंद आदमी ही दे सकता है,ऋण ग र ट क अम र और भर स म द आदम ह द सकत ह,ऋण गारंटी को अमीर और भरोसे मंद आदमी ही दे सकता है,ऋण ग र ट क अम र और भर स म द आदम ह द सकत ह,18.181818181818183,2.083333333333333,0.0,0.0,15.782987117767334
1,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40020\IISc_RESPIN_hi_D1_40020_251001_F_AGRI_401381_40199252.wav,अरबी के पत्तों की पकौड़ी तथा सब्जी बनाई जाती है,अरब क पत त क पक ड तथ सब ज बन ई ज त ह,अरबी के पत्तों की पकौड़ी तथा सब्जी बनाई जाती है,अरब क पत त क पक ड तथ सब ज बन ई ज त ह,10.0,4.3478260869565215,0.0,0.0,0.07648420333862305
2,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40020\IISc_RESPIN_hi_D1_40020_251001_F_BANK_400096_40199259.wav,पिग्गी बैंक को पेन्नी बैंक या मनी बॉक्स के नाम से भी जाना जाता है,प ग ग ब क क प न न ब क य मन ब क स क न म स भ ज न ज त ह,पीगी बैंक को बैनी बैंक या मनी बॉक्स के नाम से भी जाना जाता है,प ग ब क क ब न ब क य मन ब क स क न म स भ ज न ज त ह,13.333333333333334,10.76923076923077,11.538461538461538,9.615384615384617,0.061723947525024414
3,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40020\IISc_RESPIN_hi_D1_40020_251001_F_BANK_401129_40200343.wav,हाइब्रिड के मामलों में कफी मात्रा में ब्याज की वापसी भी की जाती है,ह इब र ड क म मल म कफ म त र म ब य ज क व पस भ क ज त ह,हाइब्रिड के मामलों में काफी मात्रा में ब्याज की वापसी भी की जाती है,ह इब र ड क म मल म क फ म त र म ब य ज क व पस भ क ज त ह,7.142857142857142,1.5151515151515151,8.333333333333332,1.9607843137254901,0.05672430992126465
4,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40020\IISc_RESPIN_hi_D1_40020_251001_F_AGRI_400208_40207448.wav,क्रेप चमेली अपनी खुसबू के लिए प्रसिद्ध है,क र प चम ल अपन ख सब क ल ए प रस द ध ह,क्रैप चमेली अपनी खुशबू के लिए प्रसिद्ध है,क र प चम ल अपन ख शब क ल ए प रस द ध ह,25.0,4.878048780487805,6.25,2.7777777777777777,0.04152655601501465
5,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40020\IISc_RESPIN_hi_D1_40020_251001_F_AGRI_403379_40207717.wav,एक एकड़ में कितना पोटाश डालना चाहिए ?,एक एकड म क तन प ट श ड लन च ह ए,एक एककड़ में कितना पोटाश डालना चाहिए,एक एककड म क तन प ट श ड लन च ह ए,25.0,13.88888888888889,7.6923076923076925,3.3333333333333335,0.043833017349243164
6,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40020\IISc_RESPIN_hi_D1_40020_251001_F_AGRI_403745_40207723.wav,जुगाली करने वाले जानवर के आमाशय के कितने भाग होते हैं ?,ज ग ल करन व ल ज नवर क आम शय क क तन भ ग ह त ह,जुगाली करने वाले जानवर के आमाश्य के कितने भाग होते हैं,ज ग ल करन व ल ज नवर क आम श य क क तन भ ग ह त ह,16.666666666666664,5.454545454545454,10.526315789473683,2.272727272727273,0.04245305061340332
7,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40020\IISc_RESPIN_hi_D1_40020_251001_F_BANK_403817_40210650.wav,सरकारी वित्तीय संस्थाएं क्या हैं ?,सरक र व त त य स स थ ए क य ह,सरकारी वित्तीय संस्थाएँ क्या हैं,सरक र व त त य स स थ ए क य ह,33.33333333333333,8.823529411764707,0.0,0.0,0.030869007110595703
8,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40020\IISc_RESPIN_hi_D1_40020_251001_F_BANK_404297_40210656.wav,के.वाई.सी के चार स्तंभ क्या हैं ?,क व ई स क च र स त भ क य ह,केवआईसी के चार स्तंभ क्या है,क वआईस क च र स त भ क य ह,42.857142857142854,18.181818181818183,23.076923076923077,8.0,0.027118444442749023
9,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40020\IISc_RESPIN_hi_D1_40020_251001_F_AGRI_403372_40210773.wav,किसानों को वित्तीय सहायता कौन प्रदान करता है ?,क स न क व त त य सह यत क न प रद न करत ह,किसानों को वित्तीय सहायता कौन प्रदान करता है,क स न क व त त य सह यत क न प रद न करत ह,11.11111111111111,4.3478260869565215,0.0,0.0,0.036743879318237305
10,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40020\IISc_RESPIN_hi_D1_40020_251001_F_BANK_404231_40217625.wav,ए.टी.एम से पैसे कहाँ कहाँ चुकाए जा सकते हैं ?,ए ट एम स प स कह कह च क ए ज सकत ह,एटीएम से पैसे कहां कहां चुकाए जा सकते हैं,एट एम स प स कह कह च क ए ज सकत ह,40.0,13.333333333333334,14.285714285714285,3.125,0.04413628578186035
11,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40020\IISc_RESPIN_hi_D1_40020_251001_F_AGRI_403322_40218780.wav,प्रधानमंत्री फसल बीमा योजना का पैसा कैसे चेक करें ?,प रध नम त र फसल ब म य जन क प स क स च क कर,प्रधानमंत्री फसल बीमा योजना का पैसा कैसे चेक करें,प रध नम त र फसल ब म य जन क प स क स च क कर,10.0,3.9215686274509802,0.0,0.0,0.042966365814208984
12,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40024\IISc_RESPIN_hi_D1_40024_251001_M_BANK_402381_40054161.wav,कर से तकनीकी प्रगति की तेजी हुई है,कर स तकन क प रगत क त ज ह ई ह,कर से तकनीककी प्रगति की कतेजी हुई है,कर स तकन कक प रगत क कत ज ह ई ह,25.0,5.88235294117647,16.666666666666664,7.142857142857142,0.03818011283874512
13,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40024\IISc_RESPIN_hi_D1_40024_251001_M_AGRI_400821_40054173.wav,कृष्णा वैली गाय महाराष्ट्र में पाई जाती है,क ष ण व ल ग य मह र ष ट र म प ई ज त ह,कृष्णा वैली गाय महाराष््र में पाई जाती है,क ष ण व ल ग य मह र ष र म प ई ज त ह,12.5,2.380952380952381,5.555555555555555,5.555555555555555,0.0517122745513916
14,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40024\IISc_RESPIN_hi_D1_40024_251001_M_AGRI_401522_40054174.wav,बाजार में चिचिण्डा अब इतनी आसानी से नहीं मिलता,ब ज र म च च ण ड अब इतन आस न स नह म लत,बाजार में चिचिंला अब इतनी आसानी से नहीं मिलता,ब ज र म च च ल अब इतन आस न स नह म लत,11.11111111111111,6.521739130434782,12.5,8.108108108108109,0.04349708557128906
15,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40024\IISc_RESPIN_hi_D1_40024_251001_M_AGRI_402067_40055075.wav,लेयर मुर्गियां दो या तीन प्रकार की होती है,ल यर म र ग य द य त न प रक र क ह त ह,लेयर मुर्गिया दो या तीन प्रकार की होती है,ल यर म र ग य द य त न प रक र क ह त ह,11.11111111111111,2.380952380952381,0.0,0.0,0.04781341552734375
16,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40024\IISc_RESPIN_hi_D1_40024_251001_M_AGRI_402684_40056554.wav,जुरशीतल बिहार के मिथिला एवं नेपाल का फसल उत्सव है,ज रश तल ब ह र क म थ ल एव न प ल क फसल उत सव ह,जूर शीतल बिहार के मिथिला एवं नेपाल का फसल उत्भव है,ज र श तल ब ह र क म थ ल एव न प ल क फसल उत भव ह,30.0,6.122448979591836,15.789473684210526,4.545454545454546,0.06883406639099121
17,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40024\IISc_RESPIN_hi_D1_40024_251001_M_AGRI_401185_40066673.wav,रोहित ने कहा कि उसे अदरक खाना पसंद नहीं है,र ह त न कह क उस अदरक ख न पस द नह ह,रोहित ने कहा कि उसे अदरत खाना पसंद नहीं है,र ह त न कह क उस अदरत ख न पस द नह ह,10.0,2.380952380952381,7.142857142857142,2.941176470588235,0.04779553413391113
18,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40024\IISc_RESPIN_hi_D1_40024_251001_M_BANK_404053_40076815.wav,पर्सनल लोन के लिए कौन सा बैंक सबसे अच्छा है ?,पर सनल ल न क ल ए क न स ब क सबस अच छ ह,पर्सनल लोन के लिए कौन सा बैंक सबसे अच्छा है,पर सनल ल न क ल ए क न स ब क सबस अच छ ह,9.090909090909092,4.444444444444445,0.0,0.0,0.041559457778930664
19,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40024\IISc_RESPIN_hi_D1_40024_251001_M_AGRI_403195_40087907.wav,रबी फसल के दो उदाहरण दीजिए ?,रब फसल क द उद हरण द ज ए,रबी फसल के दो उदाहरण भेजि,रब फसल क द उद हरण भ ज,28.57142857142857,17.857142857142858,22.22222222222222,13.043478260869565,0.029448509216308594
20,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40024\IISc_RESPIN_hi_D1_40024_251001_M_AGRI_403328_40094146.wav,फसल काट कर किस जगह बेचनी चाहिये ?,फसल क ट कर क स जगह ब चन च ह य,फसल काटकर किस जगह बेचनी चाहिए,फसल क टकर क स जगह ब चन च ह ए,50.0,15.151515151515152,25.0,6.896551724137931,0.03927206993103027
21,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40024\IISc_RESPIN_hi_D1_40024_251001_M_AGRI_403471_40102209.wav,एक भैंस पालने में कितना खर्चा आता है ?,एक भ स प लन म क तन खर च आत ह,एक बैस पानने में कितना खर्चा आता है,एक ब स प नन म क तन खर च आत ह,33.33333333333333,13.157894736842104,16.666666666666664,7.142857142857142,0.041823387145996094
22,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40027\IISc_RESPIN_hi_D1_40027_251001_F_BANK_402286_40206134.wav,आपको अपनी मनचाही व्यक्तिगत ऋण राशि के लिए मिनटों में स्वीकृति मिल सकती है,आपक अपन मनच ह व यक त गत ऋण र श क ल ए म नट म स व क त म ल सकत ह,आपको अपनी मन चाही व्यक्तिगत ऋढ राशि के लिए मिनटों में स्वीकृति मिल सकती है,आपक अपन मन च ह व यक त गत ऋढ र श क ल ए म नट म स व क त म ल सकत ह,21.428571428571427,2.73972602739726,12.0,3.278688524590164,0.05823349952697754
23,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40027\IISc_RESPIN_hi_D1_40027_251001_F_BANK_402786_40206136.wav,भागलपुर में तीन साल में कई नए क्रेडिट यूनियन खुल गए हैं,भ गलप र म त न स ल म कई नए क र ड ट य न यन ख ल गए ह,भागलपुर में तीन साल में कई नए क्रेडिट यूनियन खुल गए हैं,भ गलप र म त न स ल म कई नए क र ड ट य न यन ख ल गए ह,0.0,0.0,0.0,0.0,0.05883669853210449
24,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40027\IISc_RESPIN_hi_D1_40027_251001_F_AGRI_400334_40206153.wav,कॉफी बीन्स को उनके प्रसंस्करण के दौरान बड़ी मात्रा में पानी के साथ किण्वित किया जाता है,क फ ब न स क उनक प रस स करण क द र न बड म त र म प न क स थ क ण व त क य ज त ह,कॉफी वींस को उनके प्रसंस्करण के दौरान बड़ी मात्रा में पानी के साथ किणवितत किया जाता है,क फ व स क उनक प रस स करण क द र न बड म त र म प न क स थ क णव तत क य ज त ह,17.647058823529413,8.13953488372093,14.705882352941178,6.8493150684931505,0.07285070419311523
25,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40027\IISc_RESPIN_hi_D1_40027_251001_F_AGRI_402510_40206899.wav,क्रूस्टेसन में केकड़ा लॉबस्टर झींगा मछली आते है,क र स ट सन म क कड ल बस टर झ ग मछल आत ह,क्रू स्टेशन में कैकड़ा लॉबस्टर झींगा मछली आते हैं,क र स ट शन म क कड ल बस टर झ ग मछल आत ह,50.0,13.043478260869565,6.25,2.631578947368421,0.054843902587890625
26,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40027\IISc_RESPIN_hi_D1_40027_251001_F_AGRI_400238_40214388.wav,"बाजार मूल्य , वर्तमान मूल्य है जिस पर किसी संपत्ति या सेवा को खरीदा या बेचा जा सकता है",ब ज र म ल य वर तम न म ल य ह ज स पर क स स पत त य स व क खर द य ब च ज सकत ह,बाजार मूल्य वर्तमान मूल्य है जिसपर किसी संपत्ति या सेवा को खरीदा या बेचा जा सकता है,ब ज र म ल य वर तम न म ल य ह ज सपर क स स पत त य स व क खर द य ब च ज सकत ह,15.789473684210526,3.488372093023256,6.0606060606060606,1.3888888888888888,0.07013273239135742
27,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40027\IISc_RESPIN_hi_D1_40027_251001_F_AGRI_403338_40215549.wav,पशु आहार कैसे बनाएं ?,पश आह र क स बन ए,पशु आहार कैसे बनाएं,पश आह र क स बन ए,20.0,9.523809523809524,0.0,0.0,0.043946027755737305
28,D:\SPIRE Internship\IISc_RESPIN_test_hi\D1\40027\IISc_RESPIN_hi_D1_40027_251001_F_AGRI_403477_40215557.wav,पहाड़ की मिट्टी क्या है ?,पह ड क म ट ट क य ह,पहाड़ की मिट्टी क्या है,पह ड क म ट ट क य ह,33.33333333333333,16.666666666666664,0.0,0.0,0.03937816619873047
